time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,knee_adduction_r,knee_adduction_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,knee_adduction_l,knee_adduction_l_id,ankle_angle_l,ankle_angle_l_id,
3.47,0.801756,1.74111,-2.78302,-8.80413,-2.22269,-1.80342,27.9355,17.5827,-0.898176,-7.91724,-3.08085,2.31181,8.15887,-6.57185,8.19814,5.07632,-6.52126,-2.62685,-5.88127,-4.44982,-0.79137,10.0663,-16.4413,-14.0353,
3.475,0.324694,1.98613,-2.93416,-8.98184,-2.0951,-1.84476,27.3226,17.0709,-1.01934,-7.8963,-3.07415,1.87179,8.58532,-7.06081,8.21274,5.22,-6.59908,-2.65706,-5.69831,-5.35466,-0.602354,9.92879,-16.4223,-14.4851,
3.48,1.59872,2.16145,-4.39223,-9.12806,-1.75345,-1.88637,26.9516,16.5436,-1.10512,-7.8881,-3.06731,1.38195,8.52075,-7.61655,8.20051,5.29493,-6.60377,-2.68517,-5.51476,-6.25116,-0.410855,9.72215,-16.39,-15.002,
3.485,-3.64744,2.27744,-1.13385,-9.25138,-2.16872,-1.9308,26.8887,16.0229,-1.14321,-7.89343,-3.07675,0.849572,8.76579,-8.24116,8.2821,5.27279,-6.675,-2.70328,-5.34158,-7.11929,-0.226758,9.43276,-16.3926,-15.5745,
3.49,-2.56529,2.34683,-2.26629,-9.39159,-1.91116,-1.97523,27.1671,15.5432,-1.12901,-7.92819,-3.07762,0.290591,8.50735,-8.92555,8.13873,5.15063,-6.58859,-2.7054,-5.18611,-7.94122,-0.0631366,9.06454,-16.3862,-16.1847,
3.495,-2.83088,2.34808,-2.33372,-9.58374,-1.8444,-2.01279,27.7942,15.1129,-1.05973,-8.01793,-3.0919,-0.286999,8.24274,-9.66115,8.0365,4.96861,-6.49648,-2.69375,-5.05558,-8.71462,0.0726104,8.64176,-16.3928,-16.8159,
3.5,-3.38434,2.26356,-2.20184,-9.82005,-1.82476,-2.04197,28.7498,14.728,-0.935912,-8.16971,-3.07203,-0.867421,8.03379,-10.4514,8.00068,4.78122,-6.45883,-2.6726,-4.95572,-9.4496,0.175701,8.18861,-16.4236,-17.4527,
3.505,-3.74194,2.08687,-2.01947,-10.0461,-1.84609,-2.06823,29.988,14.3713,-0.767529,-8.3593,-3.07267,-1.43159,7.82192,-11.3058,7.96417,4.64258,-6.4102,-2.64875,-4.89,-10.1606,0.244398,7.72603,-16.4724,-18.0792,
3.51,-4.02618,1.79965,-1.82079,-10.2099,-1.91343,-2.09516,31.4462,14.0145,-0.563085,-8.5649,-3.05749,-1.96167,7.87563,-12.2403,8.10208,4.60565,-6.48007,-2.62789,-4.8592,-10.8693,0.279107,7.27124,-16.553,-18.6856,
3.515,-4.22971,1.37192,-1.60849,-10.2841,-1.98259,-2.12105,33.0475,13.6275,-0.338231,-8.77999,-3.05364,-2.44343,7.85388,-13.2435,8.17518,4.69847,-6.51611,-2.61442,-4.86162,-11.5807,0.282663,6.8414,-16.6382,-19.2613,
3.52,-4.32449,0.806401,-1.37957,-10.2515,-2.07417,-2.14362,34.7117,13.1951,-0.107691,-8.98902,-3.05629,-2.87363,7.85904,-14.2714,8.25809,4.93823,-6.55461,-2.61101,-4.89381,-12.2841,0.258982,6.46294,-16.7255,-19.7941,
3.525,-4.30605,0.152774,-1.0838,-10.1185,-2.21339,-2.16199,36.3753,12.7387,0.11809,-9.17597,-3.06981,-3.23757,7.94729,-15.2505,8.40951,5.3243,-6.62979,-2.61869,-4.9491,-12.9475,0.213133,6.16959,-16.8163,-20.2639,
3.53,-4.22426,-0.503687,-0.819468,-9.92277,-2.34272,-2.17654,37.9561,12.3093,0.326449,-9.32937,-3.08151,-3.51252,8.05549,-16.108,8.53101,5.82475,-6.70178,-2.63536,-5.02255,-13.5247,0.149313,5.98043,-16.9031,-20.6376,
